date,user,steps,calories,distance_km,active_minutes,resting_heart_rate,sleep_hours
2024-07-21,Carol,11762,727,12,102,56,8.9
2024-07-21,Dave,8639,405,6.5,58,65,7.8
2024-07-21,Eve,9886,591,9.2,54,56,9
2024-07-22,Alice,7299,553,6.9,55,64,7.2
2024-07-22,Bob,5274,279,3.5,31,66,7.8
2024-07-22,Carol,10910,663,9.2,81,56,7.6
2024-07-22,Dave,6541,343,5.1,39,69,6.7
2024-07-22,Eve,10399,604,8.4,69,63,8.3
2024-07-23,Alice,7365,542,7.4,52,57,7.1
2024-07-23,Bob,6344,365,4.8,40,66,7.6
2024-07-23,Carol,13365,599,10.6,88,54,9.1
2024-07-23,Dave,8864,479,5,47,66,6.3
2024-07-23,Eve,13167,572,7.9,61,61,7.7
2024-07-24,Alice,8619,401,8.1,55,60,7.8
2024-07-24,Bob,7536,307,5.4,32,73,7.6
2024-07-24,Carol,10411,596,7.3,90,55,7.6
2024-07-24,Dave,9003,403,4.6,39,65,8
2024-07-24,Eve,9416,548,9.9,61,60,8.1
2024-07-25,Alice,9598,416,6.3,67,65,7.2
2024-07-25,Bob,6469,333,4.6,37,68,7.7
2024-07-25,Carol,11593,620,9.4,69,54,7.5
2024-07-25,Dave,7073,481,4.4,55,64,7.5
2024-07-25,Eve,11000,515,7.9,55,60,8.8
2024-07-26,Alice,10474,417,6.5,67,65,8.3
2024-07-26,Bob,5643,371,3.4,36,67,5.8
2024-07-26,Carol,11494,684,9.5,67,57,8
2024-07-26,Dave,9590,361,7,42,69,6.4
2024-07-26,Eve,11505,478,8.9,43,56,8
2024-07-27,Alice,8987,585,6.6,43,65,8.3
2024-07-27,Bob,7685,469,4.7,39,72,7.2
2024-07-27,Carol,13403,711,12.4,77,55,7.2
2024-07-27,Dave,11364,392,5.9,56,62,6.2
2024-07-27,Eve,14247,563,8.9,87,57,7.9
2024-07-28,Alice,10301,515,7.9,46,63,8.6
2024-07-28,Bob,7918,341,5.3,44,65,7.2
2024-07-28,Carol,15316,717,11.5,72,60,8.1
2024-07-28,Dave,9823,438,7.7,57,62,7.6
2024-07-28,Eve,14494,689,7.7,51,59,7.7
2024-07-29,Alice,9027,454,5.4,50,66,7.6
2024-07-29,Bob,6969,376,3.7,40,71,7.8
2024-07-29,Carol,12175,524,7.3,71,54,7.9
2024-07-29,Dave,9925,411,4.5,34,67,7.8
2024-07-29,Eve,12166,575,7.4,63,61,7
2024-07-30,Alice,9056,513,7.9,42,57,6.7
2024-07-30,Bob,7605,376,3.4,31,65,7.4
2024-07-30,Carol,9699,682,10,70,59,8.1
2024-07-30,Dave,8342,361,7.1,31,61,7.4
2024-07-30,Eve,13144,625,6.4,42,63,8.7
2024-07-31,Alice,8822,457,8.1,63,61,6.7
2024-07-31,Bob,6563,387,3.5,38,65,7.8
2024-07-31,Carol,14748,607,8.8,69,53,8.4
2024-07-31,Dave,9824,440,7.2,55,67,7.5
2024-07-31,Eve,9660,459,7.9,57,59,8.8
2024-08-01,Alice,11953,515,6.5,57,56,6.7
2024-08-01,Bob,5931,368,3.8,36,73,5.9
2024-08-01,Carol,15821,740,9.3,79,60,7.4
2024-08-01,Dave,8561,410,7,30,62,6.9
2024-08-01,Eve,12411,627,9.3,60,61,6.7
2024-08-02,Alice,11867,425,5.7,56,62,6.4
2024-08-02,Bob,6617,396,4.3,23,64,5.8
2024-08-02,Carol,9640,564,10.4,64,59,6.8
2024-08-02,Dave,6278,440,7.3,34,64,7.5
2024-08-02,Eve,12852,582,6.1,75,57,7.4
2024-08-03,Alice,9507,487,9.3,49,64,7.5
2024-08-03,Bob,6615,318,5.7,41,66,6.6
2024-08-03,Carol,12202,727,8.5,68,53,9
2024-08-03,Dave,10446,408,5.3,59,62,6.7
2024-08-03,Eve,12799,577,8.8,61,58,7.5
2024-08-04,Alice,10980,550,7.2,73,59,8.3
2024-08-04,Bob,8804,385,4.5,26,68,7.7
2024-08-04,Carol,12862,851,12.3,81,54,6.9
2024-08-04,Dave,7516,545,8.2,51,67,6.8
2024-08-04,Eve,12961,605,8.4,62,61,7.6
2024-08-05,Alice,11352,541,7.3,53,61,7.8
2024-08-05,Bob,7764,385,5.5,24,67,6
2024-08-05,Carol,11111,558,10.8,68,53,8.9
2024-08-05,Dave,9860,433,5.8,35,61,7.1
2024-08-05,Eve,8522,485,9.4,55,55,6.7
2024-08-06,Alice,11878,425,6.5,45,64,8.5
2024-08-06,Bob,5778,336,4.9,26,68,5.8
2024-08-06,Carol,13147,506,8.6,92,59,8
2024-08-06,Dave,9754,452,7.2,42,62,6
2024-08-06,Eve,9055,575,7.4,54,56,6.8
2024-08-07,Alice,8333,417,6.7,46,66,7.5
2024-08-07,Bob,6148,399,4.1,41,68,7
2024-08-07,Carol,13608,532,7.3,71,52,8.2
2024-08-07,Dave,6000,482,5.6,35,68,7.4
2024-08-07,Eve,12820,590,6.7,72,55,8.7
2024-08-08,Alice,7400,522,5.8,46,58,8.5
2024-08-08,Bob,5635,293,5.4,38,67,5.9
2024-08-08,Carol,10388,563,9.5,84,54,7.6
2024-08-08,Dave,6960,460,6.2,38,70,7.6
2024-08-08,Eve,10748,492,7.3,67,61,8.1
2024-08-09,Alice,8544,547,7.1,44,58,7.3
2024-08-09,Bob,4971,396,3.5,37,62,6.7
2024-08-09,Carol,14777,499,10.9,74,54,7.9
2024-08-09,Dave,6090,445,6.8,43,61,6
2024-08-09,Eve,10620,564,6.5,70,55,8.1
2024-08-10,Alice,13740,474,9.9,70,60,8
2024-08-10,Bob,6997,454,5.6,43,64,6.9
2024-08-10,Carol,11110,654,10.4,75,53,8.2
2024-08-10,Dave,7008,508,6.4,53,66,6.3
2024-08-10,Eve,14220,522,8.1,67,60,6.7
2024-08-11,Alice,9664,521,6.7,44,60,7.8
2024-08-11,Bob,9004,387,4.9,48,70,7.6
2024-08-11,Carol,15699,759,10.3,105,60,7.1
2024-08-11,Dave,7540,541,8.4,43,64,6.2
2024-08-11,Eve,11017,640,8.7,68,58,8.9
2024-08-12,Alice,11191,533,6.4,45,60,6.5
2024-08-12,Bob,5759,277,5.5,34,62,6
2024-08-12,Carol,13154,665,11.3,96,55,8.1
2024-08-12,Dave,8501,440,4.8,38,63,6.7
2024-08-12,Eve,13958,552,9.9,69,63,7.3
2024-08-13,Alice,10583,567,7,60,59,6.7
2024-08-13,Bob,5248,297,4.6,37,65,6.5
2024-08-13,Carol,15952,545,10.4,71,54,8.6
2024-08-13,Dave,8972,358,7,32,65,7.5
2024-08-13,Eve,13411,609,7.5,48,55,7.5
2024-08-14,Alice,9211,572,6.3,59,60,6.6
2024-08-14,Bob,5488,297,4.4,26,67,7.6
2024-08-14,Carol,13516,554,8.4,92,56,7.4
2024-08-14,Dave,8550,450,5.4,46,69,6.3
2024-08-14,Eve,13580,629,6.4,57,61,7.2
2024-08-15,Alice,11450,484,5.7,49,62,6.9
2024-08-15,Bob,7071,394,4.6,35,72,7.6
2024-08-15,Carol,10957,499,9.6,89,53,7.5
2024-08-15,Dave,7409,446,6.8,52,64,6.7
2024-08-15,Eve,10431,458,7.8,56,58,7.4
2024-08-16,Alice,9453,401,6.6,38,62,6.8
2024-08-16,Bob,6358,339,5.5,31,64,6.7
2024-08-16,Carol,12318,675,9.2,76,56,7.5
2024-08-16,Dave,8668,362,6.2,50,65,6.2
2024-08-16,Eve,12317,624,9.2,57,63,7.1
2024-08-17,Alice,8529,648,6.1,64,61,8.2
2024-08-17,Bob,8270,375,4.5,46,68,7.4
2024-08-17,Carol,13923,778,8.2,86,53,7.3
2024-08-17,Dave,9026,521,5.1,36,66,7.8
2024-08-17,Eve,12487,681,9.3,60,60,6.7
2024-08-18,Alice,12436,657,8.4,54,65,8.6
2024-08-18,Bob,8843,321,4.9,30,72,6.3
2024-08-18,Carol,17368,853,8.2,73,58,9.2
2024-08-18,Dave,7463,543,5.9,48,65,7.5
2024-08-18,Eve,9999,657,7.6,85,56,8.6
2024-08-19,Alice,10226,475,6.1,41,56,8.6
2024-08-19,Bob,6557,333,4.5,28,65,7.3
2024-08-19,Carol,14615,691,7.2,79,54,6.9
2024-08-19,Dave,9046,451,4.8,31,63,7.5
2024-08-19,Eve,11194,579,9.6,58,63,8.7
2024-08-20,Alice,8104,504,6.1,46,61,8.3
2024-08-20,Bob,6109,297,4.6,40,65,5.9
2024-08-20,Carol,13398,645,10.6,64,56,9.2
2024-08-20,Dave,7153,462,4.6,35,66,6.6
2024-08-20,Eve,13861,600,7.7,73,57,7.4
2024-08-21,Alice,11063,558,8.6,43,60,8.4
2024-08-21,Bob,5405,301,5.1,26,69,5.8
2024-08-21,Carol,14940,735,7.8,67,52,8.2
2024-08-21,Dave,7977,387,5,31,63,7.4
2024-08-21,Eve,12440,555,6.7,48,62,6.9
2024-08-22,Alice,8348,515,6.7,49,58,7.1
2024-08-22,Bob,6768,367,4,41,72,7.4
2024-08-22,Carol,15690,640,7.7,67,57,8.8
2024-08-22,Dave,9230,339,6.6,43,70,6
2024-08-22,Eve,9928,463,8.4,63,63,6.8
2024-08-23,Alice,11290,509,8,56,66,7.1
2024-08-23,Bob,5985,396,4.1,37,62,7.2
2024-08-23,Carol,15496,517,11.2,84,55,7.2
2024-08-23,Dave,8166,401,5.5,44,68,7.6
2024-08-23,Eve,11813,630,6.9,69,57,8.3
2024-08-24,Alice,11091,467,9.2,80,61,7.5
2024-08-24,Bob,8040,450,4.1,42,70,7.1
2024-08-24,Carol,11581,710,11.2,71,58,8.7
2024-08-24,Dave,9551,379,7.8,35,67,7.9
2024-08-24,Eve,10102,653,8.7,50,60,6.9
2024-08-25,Alice,10480,653,6.1,55,58,7.7
2024-08-25,Bob,8609,456,4.8,37,71,6.9
2024-08-25,Carol,18393,754,8.5,75,60,9
2024-08-25,Dave,7141,410,7.8,50,60,7.8
2024-08-25,Eve,13713,546,8.5,81,57,7.3
2024-08-26,Alice,9166,437,5.5,54,65,7.9
2024-08-26,Bob,6717,389,4,35,64,5.9
2024-08-26,Carol,15435,656,10.2,72,52,7.7
2024-08-26,Dave,6903,403,5.4,31,64,6.5
2024-08-26,Eve,12907,588,8.4,54,60,7.9
2024-08-27,Alice,7861,425,8.5,59,65,8
2024-08-27,Bob,5629,297,4.5,29,68,7.7
2024-08-27,Carol,12706,709,10.6,78,59,8.1
2024-08-27,Dave,8988,410,5.5,34,65,8
2024-08-27,Eve,12227,598,7.9,63,62,6.7
2024-08-28,Alice,10693,463,5.7,64,60,6.6
2024-08-28,Bob,6782,360,4.6,39,62,6.2
2024-08-28,Carol,11503,697,10.7,55,55,7.2
2024-08-28,Dave,8870,421,7.3,35,70,7.2
2024-08-28,Eve,11075,489,9.5,70,59,8.3
2024-08-29,Alice,8968,551,5.7,46,58,7.8
2024-08-29,Bob,7597,407,3.8,38,63,6
2024-08-29,Carol,10331,713,7.1,61,52,7.3
2024-08-29,Dave,7801,469,4.5,39,64,6.6
2024-08-29,Eve,10472,609,9.2,54,60,6.9
2024-08-30,Alice,9556,494,7.5,43,56,6.4
2024-08-30,Bob,7186,380,5.2,38,62,7.3
2024-08-30,Carol,14167,680,10.3,92,55,8
2024-08-30,Dave,7302,388,5.2,39,66,7.8
2024-08-30,Eve,8990,556,8.4,41,55,8.2
2024-08-31,Alice,8454,478,8,74,65,8.2
2024-08-31,Bob,8005,332,4.4,47,62,7.4
2024-08-31,Carol,17249,783,12.9,63,53,7.2
2024-08-31,Dave,9273,463,8.3,35,67,6.9
2024-08-31,Eve,9782,536,7.1,76,55,7.3
2024-09-01,Alice,11014,579,8.4,45,61,8.1
2024-09-01,Bob,6265,455,5.1,39,68,7.3
2024-09-01,Carol,16082,606,8.5,67,53,7.9
2024-09-01,Dave,7537,456,7.6,62,66,6.7
2024-09-01,Eve,13152,631,8.9,64,56,8.9
2024-09-02,Alice,10394,403,5.5,43,64,6.8
2024-09-02,Bob,5975,275,4.7,27,67,6
2024-09-02,Carol,11705,504,9.2,97,59,8
2024-09-02,Dave,6772,458,7.3,46,64,6.5
2024-09-02,Eve,11541,637,6.1,72,63,7.8
2024-09-03,Alice,8254,555,8,68,56,6.9
2024-09-03,Bob,7399,370,4.5,23,71,6.9
2024-09-03,Carol,10645,733,10.6,60,59,8.7
2024-09-03,Dave,7528,476,5.2,34,67,7.6
2024-09-03,Eve,11997,566,8.4,68,59,7.7
2024-09-04,Alice,11278,523,7.4,42,58,7.5
2024-09-04,Bob,7607,382,4.8,28,68,6.1
2024-09-04,Carol,11906,608,11.1,88,57,7.8
2024-09-04,Dave,7869,362,7.1,53,67,7.1
2024-09-04,Eve,8787,642,7.6,54,56,7.8
2024-09-05,Alice,11487,428,7.4,39,61,7.2
2024-09-05,Bob,6733,376,4.1,36,65,6.5
2024-09-05,Carol,12083,595,7.9,75,60,7.1
2024-09-05,Dave,8870,358,6.3,55,67,7.9
2024-09-05,Eve,12082,540,6.6,70,60,6.9
2024-09-06,Alice,9897,416,5.3,67,57,7.5
2024-09-06,Bob,5024,402,4.7,35,70,7.2
2024-09-06,Carol,11724,644,11.1,70,56,9
2024-09-06,Dave,8743,451,7.3,46,68,6.9
2024-09-06,Eve,10822,446,9.7,55,63,7.6
2024-09-07,Alice,11100,611,6.9,64,63,7
2024-09-07,Bob,6294,354,4.8,33,67,6.2
2024-09-07,Carol,14863,748,10.1,65,59,8.3
2024-09-07,Dave,10823,391,7.1,42,63,7.8
2024-09-07,Eve,12480,709,11,74,59,8.7
2024-09-08,Alice,13202,550,6.1,58,57,6.6
2024-09-08,Bob,8786,376,4,35,72,6.9
2024-09-08,Carol,13082,836,13.2,66,52,9
2024-09-08,Dave,11488,412,5.2,62,62,6.9
2024-09-08,Eve,15236,726,9.5,81,60,8.2
2024-09-09,Alice,10014,455,5.3,49,57,6.5
2024-09-09,Bob,5953,346,5.2,25,66,6.1
2024-09-09,Carol,9838,668,7.7,94,57,8.3
2024-09-09,Dave,8438,413,6,45,67,6
2024-09-09,Eve,13507,570,7,57,56,7
2024-09-10,Alice,7366,451,6.7,40,65,8.4
2024-09-10,Bob,6650,342,5.6,40,65,5.8
2024-09-10,Carol,10996,684,9.3,83,55,7.4
2024-09-10,Dave,7652,336,4.5,39,70,6
2024-09-10,Eve,13911,609,8.3,55,57,8.4
2024-09-11,Alice,8197,442,6.2,52,64,7.7
2024-09-11,Bob,4950,401,5.4,32,66,6
2024-09-11,Carol,12131,553,11,92,55,8.6
2024-09-11,Dave,9841,423,5.9,49,66,7.8
2024-09-11,Eve,10089,492,7,63,59,7.7
2024-09-12,Alice,8814,483,8.7,57,64,8.4
2024-09-12,Bob,7999,392,5.4,27,65,7
2024-09-12,Carol,11450,511,7.9,84,58,7.4
2024-09-12,Dave,8771,453,5.6,31,70,6.7
2024-09-12,Eve,13717,527,6.9,53,58,7.7
2024-09-13,Alice,10723,444,8.2,59,64,7.4
2024-09-13,Bob,6526,311,5.7,39,70,6
2024-09-13,Carol,10740,579,11.5,53,57,8.4
2024-09-13,Dave,8319,376,6.9,39,60,6.3
2024-09-13,Eve,12013,560,6.5,68,60,7.9
2024-09-14,Alice,12222,529,6.4,76,57,8.4
2024-09-14,Bob,6791,350,4.4,32,72,6.7
2024-09-14,Carol,18412,743,8.7,62,58,8.2
2024-09-14,Dave,8416,404,7.1,52,65,6.1
2024-09-14,Eve,13865,524,8.4,68,54,8.6
2024-09-15,Alice,10141,660,7.6,67,58,6.9
2024-09-15,Bob,5665,453,4.5,36,68,5.9
2024-09-15,Carol,16696,607,11.2,102,52,7.1
2024-09-15,Dave,11238,544,6.6,46,61,7.7
2024-09-15,Eve,10008,679,10.4,78,55,8.6
2024-09-16,Alice,7363,458,8.5,44,56,7.2
2024-09-16,Bob,6449,370,5.3,25,62,6.6
2024-09-16,Carol,14550,618,7.7,61,60,7.8
2024-09-16,Dave,7063,431,7.2,42,68,7.5
2024-09-16,Eve,11877,497,6.4,62,56,8.5
2024-09-17,Alice,11049,556,6.9,55,63,7.7
2024-09-17,Bob,5418,369,5.2,39,68,7.7
2024-09-17,Carol,10488,557,10.8,92,54,7.5
2024-09-17,Dave,6076,435,5.1,51,68,6.9
2024-09-17,Eve,10433,568,6.9,58,56,8.3
2024-09-18,Alice,9686,494,5.8,65,57,8.2
2024-09-18,Bob,5049,407,3.9,37,63,6.8
2024-09-18,Carol,12795,697,9,79,56,9
2024-09-18,Dave,7910,377,5.9,50,64,7.2
2024-09-18,Eve,11809,560,9.1,71,61,8.2
2024-09-19,Alice,11233,465,6.7,42,65,6.7
2024-09-19,Bob,5627,359,3.8,25,62,7.2
2024-09-19,Carol,14951,578,7.9,61,53,7.3
2024-09-19,Dave,6373,465,7.3,48,66,6.7
2024-09-19,Eve,12278,465,8.5,59,61,8.3
2024-09-20,Alice,8688,579,7,64,60,8.2
2024-09-20,Bob,7882,336,4.7,36,72,6.4
2024-09-20,Carol,13157,511,7.4,92,57,7.1
2024-09-20,Dave,10066,470,5.1,48,62,6.4
2024-09-20,Eve,11701,511,9.9,67,56,7.9
2024-09-21,Alice,8608,583,7.9,61,64,6.5
2024-09-21,Bob,7321,439,3.9,37,63,6.2
2024-09-21,Carol,18364,787,10.7,87,55,7.5
2024-09-21,Dave,11010,513,6.7,51,68,7.2
2024-09-21,Eve,11918,615,9.2,69,55,8.2
2024-09-22,Alice,9725,664,7.8,69,62,7.7
2024-09-22,Bob,8462,456,4.7,29,71,6.6
2024-09-22,Carol,17063,642,9.6,109,58,8.6
2024-09-22,Dave,9725,450,8.5,44,67,7.3
2024-09-22,Eve,11031,581,8.7,57,55,8.2
2024-09-23,Alice,11325,540,5.9,69,59,6.9
2024-09-23,Bob,7739,355,4.2,41,71,6
2024-09-23,Carol,11480,602,7.2,88,56,7.9
2024-09-23,Dave,8753,445,7.1,48,60,6.6
2024-09-23,Eve,13927,613,7.9,58,55,8.9
2024-09-24,Alice,9929,529,6.8,56,63,7.7
2024-09-24,Bob,6475,282,4.8,38,65,6.2
2024-09-24,Carol,13434,523,9,62,51,9
2024-09-24,Dave,6981,373,7.2,49,61,8
2024-09-24,Eve,10722,468,6.3,65,57,8.2
2024-09-25,Alice,8578,427,5.8,54,57,8
2024-09-25,Bob,5590,370,4,31,65,6.6
2024-09-25,Carol,10329,581,9,76,59,7.6
2024-09-25,Dave,7950,444,5.4,45,61,7.5
2024-09-25,Eve,10314,589,8.5,54,63,7.3
2024-09-26,Alice,11500,483,5.6,70,57,8
2024-09-26,Bob,7321,320,5.5,25,65,6.1
2024-09-26,Carol,12852,609,7.3,91,55,8.4
2024-09-26,Dave,7627,408,6,52,69,7.3
2024-09-26,Eve,12768,513,8.7,59,56,7.8
2024-09-27,Alice,8022,502,5.9,47,57,7.4
2024-09-27,Bob,5316,323,3.8,34,62,6.1
2024-09-27,Carol,16078,601,11.4,83,55,9.2
2024-09-27,Dave,9416,340,5.6,52,62,6.4
2024-09-27,Eve,9916,584,8.2,73,58,8.2
2024-09-28,Alice,8519,496,6.7,69,63,6.4
2024-09-28,Bob,6136,375,6.2,26,66,6.2
2024-09-28,Carol,15047,689,9.4,95,58,7.7
2024-09-28,Dave,7859,393,7.7,39,64,7
2024-09-28,Eve,13395,686,10.4,80,55,7.7
2024-09-29,Alice,9665,649,8.2,62,56,8.1
2024-09-29,Bob,7286,333,4.4,26,66,7.2
2024-09-29,Carol,11865,653,11.3,86,59,8.8
2024-09-29,Dave,7525,456,8,52,69,7
2024-09-29,Eve,11670,520,8,58,56,8.5
2024-09-30,Alice,10514,433,7.9,50,59,6.4
2024-09-30,Bob,7657,282,4.7,34,72,6.4
2024-09-30,Carol,12478,704,9.1,68,57,6.8
2024-09-30,Dave,8836,360,6,34,69,6.5
2024-09-30,Eve,12582,451,9.7,45,59,8.4
2024-10-01,Alice,10864,555,6.4,45,65,6.7
2024-10-01,Bob,5498,332,4.3,24,69,6.4
2024-10-01,Carol,10760,672,10.3,97,55,6.9
2024-10-01,Dave,7574,428,5.8,39,60,6.3
2024-10-01,Eve,12203,543,6.7,54,62,6.9
2024-10-02,Alice,10547,541,7.7,56,58,7
2024-10-02,Bob,7419,332,3.9,42,68,6.5
2024-10-02,Carol,13755,712,10.7,97,56,8.4
2024-10-02,Dave,9468,350,5.2,56,67,7.2
2024-10-02,Eve,11326,541,6.4,65,56,7.6
2024-10-03,Alice,8934,436,5.5,40,65,7
2024-10-03,Bob,6850,331,3.7,32,68,6.3
2024-10-03,Carol,15564,701,9.5,88,57,8.2
2024-10-03,Dave,6790,453,6.7,55,64,7.3
2024-10-03,Eve,12349,492,8.2,58,62,7.3
2024-10-04,Alice,10342,563,6.5,38,57,6.5
2024-10-04,Bob,5582,400,4.2,42,65,6.5
2024-10-04,Carol,10286,516,11.5,55,54,8.8
2024-10-04,Dave,6124,418,5,34,62,6.9
2024-10-04,Eve,13126,635,6.3,70,61,7.1
2024-10-05,Alice,10334,450,6.2,46,60,7.4
2024-10-05,Bob,5783,392,4.5,30,70,7.6
2024-10-05,Carol,12218,809,11.4,108,57,8.3
2024-10-05,Dave,9059,505,6.1,54,62,7.9
2024-10-05,Eve,13928,638,11,64,54,6.7
2024-10-06,Alice,11458,609,8.2,61,58,6.5
2024-10-06,Bob,7380,364,4.2,29,64,6.6
2024-10-06,Carol,12037,816,11.4,108,57,8.3
2024-10-06,Dave,9587,439,6.4,62,68,7.9
2024-10-06,Eve,10443,699,10.5,67,61,8.4
2024-10-07,Alice,11314,500,6.1,51,55,7.2
2024-10-07,Bob,4880,384,4.8,40,65,6.8
2024-10-07,Carol,12125,615,11.8,65,56,8.2
2024-10-07,Dave,7965,376,6.7,39,59,7.2
2024-10-07,Eve,10750,620,8.9,70,62,7.4
2024-10-08,Alice,9273,490,8.7,63,59,6.9
2024-10-08,Bob,7201,395,5.3,27,71,7.7
2024-10-08,Carol,11746,605,9.8,76,51,7
2024-10-08,Dave,8345,477,5.4,54,69,6.4
2024-10-08,Eve,10497,476,7.8,75,62,7.5
2024-10-09,Alice,8279,510,7.3,68,61,7.1
2024-10-09,Bob,5460,405,3.4,30,65,7.6
2024-10-09,Carol,11127,576,11.8,62,55,8.9
2024-10-09,Dave,6251,488,5.4,50,60,6.3
2024-10-09,Eve,12004,640,9,47,56,8.1
2024-10-10,Alice,10055,522,7.5,38,65,6.4
2024-10-10,Bob,7530,293,4.1,36,66,7.5
2024-10-10,Carol,13588,751,7.7,71,52,8.3
2024-10-10,Dave,10006,458,7.2,55,63,6
2024-10-10,Eve,12729,579,8.2,46,58,8.8
2024-10-11,Alice,11381,584,7.5,54,61,7.9
2024-10-11,Bob,6676,357,4.5,26,64,6.6
2024-10-11,Carol,16091,722,11.4,84,52,8
2024-10-11,Dave,6277,443,7.4,44,63,6.1
2024-10-11,Eve,11979,435,7.5,42,61,6.9
2024-10-12,Alice,13338,619,6.2,58,57,6.5
2024-10-12,Bob,7201,394,4.7,27,69,6.1
2024-10-12,Carol,13779,851,10.5,70,60,8.1
2024-10-12,Dave,11686,462,6.2,52,63,6.8
2024-10-12,Eve,12657,687,10.9,63,60,6.9
2024-10-13,Alice,11369,525,9.6,60,58,6.8
2024-10-13,Bob,5759,451,4.4,31,68,6.8
2024-10-13,Carol,15481,628,10.5,79,55,7.4
2024-10-13,Dave,8140,553,6.2,57,65,7.9
2024-10-13,Eve,11897,669,11.1,49,61,7.1
2024-10-14,Alice,12168,491,8.2,66,63,8
2024-10-14,Bob,7567,311,5.2,27,67,7.8
2024-10-14,Carol,11026,689,8.6,94,54,7.5
2024-10-14,Dave,9617,425,6,33,63,7
2024-10-14,Eve,11062,564,7.3,66,54,7.9
2024-10-15,Alice,11045,564,8.5,66,58,7.9
2024-10-15,Bob,5825,308,4.6,26,65,6.9
2024-10-15,Carol,15317,568,9.9,91,56,8.2
2024-10-15,Dave,8424,340,5,40,66,7.5
2024-10-15,Eve,12952,596,7.4,43,62,7
2024-10-16,Alice,11282,440,7.8,65,64,8.6
2024-10-16,Bob,7418,364,4.5,42,62,6.3
2024-10-16,Carol,14071,693,11.1,62,55,7.5
2024-10-16,Dave,6860,488,6.4,51,61,7.4
2024-10-16,Eve,8669,638,9.3,63,56,7.6
2024-10-17,Alice,8756,571,8.5,66,60,7.8
2024-10-17,Bob,7909,376,4.5,36,63,6.8
2024-10-17,Carol,13705,614,8.3,74,52,7.4
2024-10-17,Dave,6230,342,5.2,50,65,7.1
2024-10-17,Eve,9000,584,6.5,68,58,8.4
2024-10-18,Alice,10554,467,8.4,52,56,6.6
2024-10-18,Bob,7952,365,3.9,33,63,7.4
2024-10-18,Carol,14314,738,7.8,95,53,7.9
2024-10-18,Dave,7604,358,5.5,34,62,6.6
2024-10-18,Eve,10136,501,7,73,58,7.9
2024-10-19,Alice,10753,599,7.4,68,62,6.4
2024-10-19,Bob,8179,328,5.4,35,63,7.2
2024-10-19,Carol,12904,599,11.8,76,52,6.9
2024-10-19,Dave,9941,523,6.1,60,68,7.6
2024-10-19,Eve,14418,534,8.8,72,60,7.7
2024-10-20,Alice,10397,575,6.3,56,58,7.3
2024-10-20,Bob,8125,452,4.5,32,71,6.4
2024-10-20,Carol,18496,725,9.5,71,52,7.1
2024-10-20,Dave,9935,447,5.8,43,64,6.2
2024-10-20,Eve,11086,573,11.4,48,59,8.8
2024-10-21,Alice,12123,393,6.5,46,56,7
2024-10-21,Bob,5433,394,3.7,39,61,6.2
2024-10-21,Carol,15458,663,10.4,84,56,8
2024-10-21,Dave,8276,414,4.6,46,63,7.9
2024-10-21,Eve,11497,613,9.5,70,58,8
2024-10-22,Alice,11308,553,6.4,59,58,7.1
2024-10-22,Bob,7990,387,4,41,69,6.4
2024-10-22,Carol,12604,741,9.1,80,56,7.2
2024-10-22,Dave,6154,415,5.3,40,61,7
2024-10-22,Eve,14176,443,8.7,73,56,8
2024-10-23,Alice,7815,580,6.5,62,62,6.9
2024-10-23,Bob,5233,322,5.5,37,63,6.6
2024-10-23,Carol,9871,591,10,57,57,8.1
2024-10-23,Dave,6226,367,7.4,41,67,8
2024-10-23,Eve,13588,642,9.6,48,60,7.2
2024-10-24,Alice,9158,535,5.7,51,56,7.4
2024-10-24,Bob,6223,395,5.7,42,70,5.8
2024-10-24,Carol,11838,581,9.8,55,54,8.4
2024-10-24,Dave,9684,462,4.8,40,67,6.5
2024-10-24,Eve,12771,462,7.3,63,55,7.1
2024-10-25,Alice,11532,501,7,65,61,6.7
2024-10-25,Bob,5607,315,5.7,31,67,7.6
2024-10-25,Carol,10752,750,8.8,73,54,9
2024-10-25,Dave,6917,490,6.2,50,64,6.1
2024-10-25,Eve,11273,623,9.3,45,55,8.9
2024-10-26,Alice,9789,453,8.8,75,56,7.9
2024-10-26,Bob,7820,367,6.2,37,65,7.8
2024-10-26,Carol,17715,651,10.2,91,59,9.1
2024-10-26,Dave,11551,471,6.8,51,61,6.4
2024-10-26,Eve,11281,586,8.6,49,56,7
